boundary,decision_time,liquidity_ratio,lower_liquidity,lower_pair,relative_gap,upper_liquidity,upper_pair,year
4_5,2019-05-13T00:00:00+00:00,1.0964054258131688,115202.07410919879,LTC-USDT,0.08792862890264148,126308.17911825632,XRP-USDT,2019
6_7,2019-05-13T00:00:00+00:00,1.4160186561193848,76252.25667529987,XLM-USDT,0.29379461514969635,107974.61802342851,NEO-USDT,2019
8_9,2019-05-13T00:00:00+00:00,1.6759041789168456,36155.71478216287,ETC-USDT,0.40330717437180064,60593.51349515232,ONT-USDT,2019
10_11,2019-05-13T00:00:00+00:00,1.0199460754442982,35424.159941248705,BCHSV-USDT,0.01955600979748808,36130.73290798774,TRX-USDT,2019
4_5,2019-05-20T00:00:00+00:00,1.0005291052494514,159755.27279180355,XRP-USDT,0.0005288254451323533,159839.80014526524,LTC-USDT,2019
6_7,2019-05-20T00:00:00+00:00,1.7421734937432838,83789.74622244854,XLM-USDT,0.42600435399153536,145976.27491622628,NEO-USDT,2019
8_9,2019-05-20T00:00:00+00:00,1.1605680974277452,64018.28123066138,TRX-USDT,0.13835301675414338,74297.574848463,ONT-USDT,2019
10_11,2019-05-20T00:00:00+00:00,1.0210257795880187,44419.2358332261,ETC-USDT,0.020592799915887125,45353.184895323735,BCHSV-USDT,2019
4_5,2019-05-27T00:00:00+00:00,1.0035090180766928,205096.42369755203,LTC-USDT,0.003496747925014373,205816.1107557718,XRP-USDT,2019
6_7,2019-05-27T00:00:00+00:00,1.6267547008253924,97962.36128865491,TRX-USDT,0.3852791699371675,159360.73173027483,NEO-USDT,2019
8_9,2019-05-27T00:00:00+00:00,1.115660225891002,75103.28348895951,ONT-USDT,0.10366975823542703,83789.74622244854,XLM-USDT,2019
10_11,2019-05-27T00:00:00+00:00,1.3676649039057391,47920.635759436904,BCHSV-USDT,0.2688267446622137,65539.3717010322,ETC-USDT,2019
4_5,2019-06-03T00:00:00+00:00,1.1791652788476734,222177.01574746481,LTC-USDT,0.15194246477708434,261983.4227274033,XRP-USDT,2019
6_7,2019-06-03T00:00:00+00:00,1.4134682978426865,135946.16516978323,TRX-USDT,0.2925203900743615,192155.5946807742,NEO-USDT,2019
8_9,2019-06-03T00:00:00+00:00,1.0493023497273462,81475.24849013332,ETC-USDT,0.04698583753305894,85492.1696853163,XLM-USDT,2019
10_11,2019-06-03T00:00:00+00:00,1.2911663802669977,60653.642241203226,BCHSV-USDT,0.22550647594060497,78313.94370258384,ONT-USDT,2019
4_5,2019-06-10T00:00:00+00:00,1.090929400687761,279600.81683496677,LTC-USDT,0.08335039887130721,305024.75154157873,XRP-USDT,2019
6_7,2019-06-10T00:00:00+00:00,1.2485852936972663,156211.32001142768,TRX-USDT,0.19909356209151274,195043.1568753061,NEO-USDT,2019
8_9,2019-06-10T00:00:00+00:00,1.1590761478111662,93670.34600669803,BCHSV-USDT,0.13724391457072976,108571.06381358262,ETC-USDT,2019
10_11,2019-06-10T00:00:00+00:00,1.023396447758554,71085.00687436393,ONT-USDT,0.022861568270826898,72748.14352411643,XLM-USDT,2019
4_5,2019-06-17T00:00:00+00:00,1.0202300010003171,313736.85787999874,LTC-USDT,0.019828863080366188,320083.7548287475,XRP-USDT,2019
6_7,2019-06-17T00:00:00+00:00,1.2382758110305285,153560.98087576142,TRX-USDT,0.1924254749289082,190150.84813657694,NEO-USDT,2019
8_9,2019-06-17T00:00:00+00:00,1.1094266626744238,101536.50701976617,ETC-USDT,0.0986335251855548,112647.30812255738,BCHSV-USDT,2019
10_11,2019-06-17T00:00:00+00:00,1.2107238155031073,57944.40018036678,ONT-USDT,0.17404779917998264,70154.6652734126,XLM-USDT,2019
4_5,2019-06-24T00:00:00+00:00,1.1674862400594064,399642.1337430936,LTC-USDT,0.14345885571283817,466576.6920930427,XRP-USDT,2019
6_7,2019-06-24T00:00:00+00:00,1.222943579958988,159486.63541931097,TRX-USDT,0.18230078935159424,195043.1568753061,NEO-USDT,2019
8_9,2019-06-24T00:00:00+00:00,1.3129276173342588,89609.04097896513,ETC-USDT,0.23834338862459187,117650.18466412064,BCHSV-USDT,2019
10_11,2019-06-24T00:00:00+00:00,1.393606356006163,46295.44366138698,TEL-USDT,0.28243725662544433,64517.62454063412,XLM-USDT,2019
4_5,2019-07-01T00:00:00+00:00,1.1031354024198425,520365.680583003,LTC-USDT,0.09349296758458149,574033.8044554063,XRP-USDT,2019
6_7,2019-07-01T00:00:00+00:00,1.263355648824595,161362.8268746164,TRX-USDT,0.20845725356087702,203858.6388423518,NEO-USDT,2019
8_9,2019-07-01T00:00:00+00:00,1.197381727894435,104164.54642236835,ETC-USDT,0.16484444625819183,124724.72458055551,BCHSV-USDT,2019
10_11,2019-07-01T00:00:00+00:00,1.3931917866014072,46295.44366138698,TEL-USDT,0.28222373285775015,64498.431866112514,XLM-USDT,2019
4_5,2019-07-08T00:00:00+00:00,1.1435635031191387,660969.3516214677,LTC-USDT,0.12554047302800464,755860.4271946314,XRP-USDT,2019
6_7,2019-07-08T00:00:00+00:00,1.3281103602074393,174748.07720434613,TRX-USDT,0.24705052384064774,232084.73176142154,NEO-USDT,2019
8_9,2019-07-08T00:00:00+00:00,1.8399828083102279,85226.59034860175,ETC-USDT,0.456516661197306,156815.4610523256,BCHSV-USDT,2019
10_11,2019-07-08T00:00:00+00:00,1.4636411569471213,55788.440533467714,TEL-USDT,0.31677242385981347,81654.25764668036,XLM-USDT,2019
4_5,2019-07-15T00:00:00+00:00,1.0675363512973084,6215634.3436906785,XRP-USDT,0.06326374855079708,6635415.608261786,BCHSV-USDT,2019
6_7,2019-07-15T00:00:00+00:00,2.163113099798449,743934.8464532716,TRX-USDT,0.5377033220809506,1609215.2117596194,LTC-USDT,2019
8_9,2019-07-15T00:00:00+00:00,1.2766123366696498,234793.62871033174,MTV-USDT,0.21667684756302735,299740.4429830428,NEO-USDT,2019
10_11,2019-07-15T00:00:00+00:00,1.001041694549632,70986.19436443875,ETC-USDT,0.0010406105512924362,71060.1402962073,XLM-USDT,2019
4_5,2019-07-22T00:00:00+00:00,1.1301619008121342,10052096.08098072,LTC-USDT,0.11517102170812864,11360496.014027376,XRP-USDT,2019
6_7,2019-07-22T00:00:00+00:00,1.640696734500407,5529813.294777578,TRX-USDT,0.39050284006050606,9072746.615138508,KCS-USDT,2019
8_9,2019-07-22T00:00:00+00:00,1.7499725889261715,250395.8288838641,MTV-USDT,0.4285624778765101,438185.8369282103,NEO-USDT,2019
10_11,2019-07-22T00:00:00+00:00,1.2359853098027576,56100.308436926716,XLM-USDT,0.19092889529602647,69339.15710344512,ETC-USDT,2019
4_5,2019-07-29T00:00:00+00:00,1.0474966907842453,14909647.194298536,LTC-USDT,0.04534304614240383,15617806.096788324,XRP-USDT,2019
6_7,2019-07-29T00:00:00+00:00,1.0521023407617047,8106937.600483226,TRX-USDT,0.049522122271853784,8529328.02587748,KCS-USDT,2019
8_9,2019-07-29T00:00:00+00:00,2.0371220595317108,261282.97215514246,MTV-USDT,0.5091113979542896,532265.3063572504,NEO-USDT,2019
10_11,2019-07-29T00:00:00+00:00,1.1659815697898064,51100.75279237,TEL-USDT,0.14235351063029944,59582.53595828841,ETC-USDT,2019
4_5,2019-08-05T00:00:00+00:00,1.2049994965543114,21252189.292078566,LTC-USDT,0.17012413460794484,25608877.3976316,BCHSV-USDT,2019
6_7,2019-08-05T00:00:00+00:00,1.1192552161145297,8529328.02587748,KCS-USDT,0.10654872489986837,9546494.882915214,TRX-USDT,2019
8_9,2019-08-05T00:00:00+00:00,1.992919145777127,280458.62668586295,MTV-USDT,0.49822349686441697,558931.3667206161,NEO-USDT,2019
10_11,2019-08-05T00:00:00+00:00,1.1650036339351688,40042.422720477494,ONT-USDT,0.1416335787535844,46649.56798092445,TEL-USDT,2019
4_5,2019-08-12T00:00:00+00:00,1.2484159233018777,24180980.255842626,LTC-USDT,0.1989849045219272,30187920.792442247,BCHSV-USDT,2019
6_7,2019-08-12T00:00:00+00:00,1.1934127128499372,8223709.277355401,KCS-USDT,0.1620669117794603,9814279.198377905,TRX-USDT,2019
8_9,2019-08-12T00:00:00+00:00,1.5606707006380893,360215.7175847796,MTV-USDT,0.3592498407312035,562178.1163438901,NEO-USDT,2019
10_11,2019-08-12T00:00:00+00:00,1.4356732918729922,33196.25951415317,ETC-USDT,0.303462698887857,47658.98317455442,TEL-USDT,2019
4_5,2019-08-19T00:00:00+00:00,1.2324783689104757,24493671.900407225,LTC-USDT,0.1886267335596235,30187920.792442247,BCHSV-USDT,2019
6_7,2019-08-19T00:00:00+00:00,1.1070856812122287,8797553.324053336,KCS-USDT,0.09672754605133439,9739645.314760495,TRX-USDT,2019
8_9,2019-08-19T00:00:00+00:00,1.4955468139444006,360215.7175847796,MTV-USDT,0.33134824622268455,538719.4687666132,NEO-USDT,2019
10_11,2019-08-19T00:00:00+00:00,1.5258920657955304,31300.163268350727,ETC-USDT,0.3446456519330247,47760.670789281074,TEL-USDT,2019
4_5,2019-08-26T00:00:00+00:00,1.1989231306910475,23941174.385792904,LTC-USDT,0.16591816906259055,28703627.747035146,BCHSV-USDT,2019
6_7,2019-08-26T00:00:00+00:00,1.167183885379017,9207885.002902348,TRX-USDT,0.14323697188873363,10747294.993810745,KCS-USDT,2019
8_9,2019-08-26T00:00:00+00:00,1.5668666460955565,325689.9747792763,MTV-USDT,0.36178359371432156,510312.758449351,NEO-USDT,2019
10_11,2019-08-26T00:00:00+00:00,1.305355390020784,31663.3347098242,ETC-USDT,0.2339250999039595,41331.904629501194,TEL-USDT,2019
4_5,2019-09-02T00:00:00+00:00,1.2897050710488265,20953875.200625867,LTC-USDT,0.22462893071609757,27024319.10437143,BCHSV-USDT,2019
6_7,2019-09-02T00:00:00+00:00,1.0427602765725916,8099476.776160594,TRX-USDT,0.04100681387014354,8445812.643202504,KCS-USDT,2019
8_9,2019-09-02T00:00:00+00:00,3.3024865504213032,462992.1649152762,NEO-USDT,0.697197858422034,1529025.3975831417,CHR-USDT,2019
10_11,2019-09-02T00:00:00+00:00,5.131645041989337,33998.05285191997,TEL-USDT,0.8051307150401931,174465.93935484657,MTV-USDT,2019
4_5,2019-09-09T00:00:00+00:00,1.2586046031059823,20512836.284082454,LTC-USDT,0.20546929708329228,25817550.169905588,BCHSV-USDT,2019
6_7,2019-09-09T00:00:00+00:00,1.1191467233015564,6930537.33494539,KCS-USDT,0.10646211155411844,7756288.149123235,TRX-USDT,2019
8_9,2019-09-09T00:00:00+00:00,3.521861060745763,388339.2845411869,NEO-USDT,0.7160592133670806,1367677.0045834752,CHR-USDT,2019
10_11,2019-09-09T00:00:00+00:00,1.546161693578794,83632.27254331279,COTI-USDT,0.35323711345779835,129309.0161534118,MTV-USDT,2019
4_5,2019-09-16T00:00:00+00:00,1.2562062893796266,17934894.900798943,LTC-USDT,0.20395240140546758,22529927.773746226,XRP-USDT,2019
6_7,2019-09-16T00:00:00+00:00,1.1258209400483197,6297045.570170812,KCS-USDT,0.11175928211365435,7089345.763336811,TRX-USDT,2019
8_9,2019-09-16T00:00:00+00:00,1.3103546966563537,280271.3738261722,CHR-USDT,0.23684785306473827,367254.9110314534,NEO-USDT,2019
10_11,2019-09-16T00:00:00+00:00,1.8833715152097485,47154.55661018455,COTI-USDT,0.46903731317788816,88809.54873196714,MTV-USDT,2019
4_5,2019-09-23T00:00:00+00:00,1.226434639696952,12082373.305964448,LTC-USDT,0.18462837917958952,14818241.15218458,ETH-USDT,2019
6_7,2019-09-23T00:00:00+00:00,1.0861560381817126,5547322.56611678,TRX-USDT,0.07932197138630544,6025257.900929414,KCS-USDT,2019
8_9,2019-09-23T00:00:00+00:00,2.456179981006591,144912.6624324757,CHR-USDT,0.5928637120516794,355931.5804610128,NEO-USDT,2019
10_11,2019-09-23T00:00:00+00:00,1.5958309588761792,47154.55661018455,COTI-USDT,0.3733672138406044,75250.70129061188,MTV-USDT,2019
4_5,2019-09-30T00:00:00+00:00,1.373078324660637,4329576.346398194,TRX-USDT,0.2717094268841838,5944847.436202754,KCS-USDT,2019
6_7,2019-09-30T00:00:00+00:00,2.974322753698261,1006208.375348143,BCHSV-USDT,0.6637890091932344,2992788.465759742,LTC-USDT,2019
8_9,2019-09-30T00:00:00+00:00,1.7816299860797662,105675.1695368317,CHR-USDT,0.4387162273798705,188274.0508308824,NEO-USDT,2019
10_11,2019-09-30T00:00:00+00:00,1.3977305255757806,47154.55661018455,COTI-USDT,0.2845545105426811,65909.36319404615,MTV-USDT,2019
4_5,2019-10-07T00:00:00+00:00,1.9608196266651634,833823.2104688014,LTC-USDT,0.4900091847301957,1634976.9162561833,XRP-USDT,2019
6_7,2019-10-07T00:00:00+00:00,1.4096063296702463,437972.0768478231,TRX-USDT,0.29058207319916535,617368.211743515,BCHSV-USDT,2019
8_9,2019-10-07T00:00:00+00:00,1.5538719287697977,50805.98444169601,NEO-USDT,0.3564463187183636,78945.99303746651,CHR-USDT,2019
10_11,2019-10-07T00:00:00+00:00,1.1097307829094933,38941.90746282297,MTV-USDT,0.09888054346100145,43215.03345670758,COTI-USDT,2019
4_5,2019-10-14T00:00:00+00:00,2.366461998331295,527014.9162525707,BCHSV-USDT,0.5774282449052013,1247160.7718654587,XRP-USDT,2019
6_7,2019-10-14T00:00:00+00:00,1.144733667101072,333875.0645107005,TRX-USDT,0.12643435871646555,382198.0269509412,LTC-USDT,2019
8_9,2019-10-14T00:00:00+00:00,2.418283939725581,29655.34829538897,MTV-USDT,0.5864836285049816,71715.05250970753,CHR-USDT,2019
10_11,2019-10-14T00:00:00+00:00,1.0074135435559353,29013.910200352282,NEO-USDT,0.007358987382447844,29229.006087350586,COTI-USDT,2019
4_5,2019-10-21T00:00:00+00:00,2.068093175658349,419029.1117915353,BCHSV-USDT,0.5164627920201594,866591.2464982534,XRP-USDT,2019
6_7,2019-10-21T00:00:00+00:00,1.4235174096960577,231021.75848198484,TRX-USDT,0.29751473835959963,328863.4952177033,LTC-USDT,2019
8_9,2019-10-21T00:00:00+00:00,1.6971381020160472,33904.335345979336,ALGO-USDT,0.41077275985254824,57540.339339190956,CHR-USDT,2019
10_11,2019-10-21T00:00:00+00:00,1.0825613366242421,23025.62415506172,TEL-USDT,0.0762648118227588,24926.65046191105,COTI-USDT,2019
4_5,2019-10-28T00:00:00+00:00,2.0094865792958476,400869.21342386905,BCHSV-USDT,0.5023604485328714,805541.3044281476,XRP-USDT,2019
6_7,2019-10-28T00:00:00+00:00,1.3024211594049637,220650.0727334114,TRX-USDT,0.23219920624072984,287379.3235522392,LTC-USDT,2019
8_9,2019-10-28T00:00:00+00:00,1.3332000149965835,39220.51029776361,ALGO-USDT,0.24992500093651535,52288.7849171521,CHR-USDT,2019
10_11,2019-10-28T00:00:00+00:00,1.0766039940473084,24215.140620813327,MTV-USDT,0.07115336230486094,26070.11710878485,TEL-USDT,2019
4_5,2019-11-04T00:00:00+00:00,2.2372401419180816,349741.34044110053,BCHSV-USDT,0.5530207145565262,782455.3661230679,XRP-USDT,2019
6_7,2019-11-04T00:00:00+00:00,1.1412396360184167,228812.08368711825,LTC-USDT,0.12375984110679583,261129.41910370236,TRX-USDT,2019
8_9,2019-11-04T00:00:00+00:00,1.031784537237372,45967.200294809736,ALGO-USDT,0.030805401796847813,47428.24648427785,CHR-USDT,2019
10_11,2019-11-04T00:00:00+00:00,1.2609118908389951,31117.289603110163,MTV-USDT,0.20692317420005266,39236.16047124224,COTI-USDT,2019
4_5,2019-11-11T00:00:00+00:00,1.8488965580427945,395479.0447885331,BCHSV-USDT,0.4591368588740409,731199.844687571,XRP-USDT,2019
6_7,2019-11-11T00:00:00+00:00,1.1737560380633785,191043.65423900442,LTC-USDT,0.14803420168135176,224238.6426967238,TRX-USDT,2019
8_9,2019-11-11T00:00:00+00:00,1.7033977966234837,47184.234795935,ALGO-USDT,0.41293806885143086,80373.52158676079,COTI-USDT,2019
10_11,2019-11-11T00:00:00+00:00,1.1398547022314918,37881.59863000194,NEO-USDT,0.1226952013775952,43179.51832645375,CHR-USDT,2019
4_5,2019-11-18T00:00:00+00:00,1.3411510697380087,424098.49690236227,BCHSV-USDT,0.25437184328880413,568780.1527948848,XRP-USDT,2019
6_7,2019-11-18T00:00:00+00:00,1.3740754481006778,182643.96094587882,LTC-USDT,0.27223792450243206,250966.58247959113,TRX-USDT,2019
8_9,2019-11-18T00:00:00+00:00,1.376684652544791,57120.97703301317,NEO-USDT,0.27361723823134976,78637.57241971273,COTI-USDT,2019
10_11,2019-11-18T00:00:00+00:00,1.0507090140632962,41310.28742507954,CHR-USDT,0.04826171031615561,43405.09137107671,MTV-USDT,2019
4_5,2019-11-25T00:00:00+00:00,1.0304249694040304,406633.3716564037,BCHSV-USDT,0.02952662280847807,419005.1795477075,XRP-USDT,2019
6_7,2019-11-25T00:00:00+00:00,1.4647191371984487,171341.0961227775,LTC-USDT,0.31727525461796835,250966.58247959113,TRX-USDT,2019
8_9,2019-11-25T00:00:00+00:00,1.4223258486053156,57120.97703301317,NEO-USDT,0.2969262275725594,81244.6421316452,COTI-USDT,2019
10_11,2019-11-25T00:00:00+00:00,1.030632481716801,39253.170704220276,CHR-USDT,0.02972202240877794,40455.59273814378,VET-USDT,2019
4_5,2019-12-02T00:00:00+00:00,1.0598298966007884,414201.4363560628,BCHSV-USDT,0.05645235786675007,438983.0654651441,XRP-USDT,2019
6_7,2019-12-02T00:00:00+00:00,1.3670165873970737,174664.94035600813,LTC-USDT,0.26847998098977516,238769.87070338364,TRX-USDT,2019
8_9,2019-12-02T00:00:00+00:00,1.4777571078640481,53011.69165506451,VET-USDT,0.3232988055490383,78338.40414316882,COTI-USDT,2019
10_11,2019-12-02T00:00:00+00:00,1.1635367125274187,34407.68641091325,CHR-USDT,0.14055139882280682,40034.606332228344,NEO-USDT,2019
4_5,2019-12-09T00:00:00+00:00,1.067551079602945,406385.44306914706,BCHSV-USDT,0.06327667208961023,433837.21848338906,XRP-USDT,2019
6_7,2019-12-09T00:00:00+00:00,1.392062310362723,159549.96578667988,LTC-USDT,0.28164135142813057,222103.493991299,TRX-USDT,2019
8_9,2019-12-09T00:00:00+00:00,1.3941881737168473,56189.26169365066,VET-USDT,0.28273670738861467,78338.40414316882,COTI-USDT,2019
10_11,2019-12-09T00:00:00+00:00,1.0418484648980983,33151.67344073123,ATOM-USDT,0.040167516014137025,34539.020083028896,NEO-USDT,2019
30_31,2019-12-09T00:00:00+00:00,5.71588178943643,216.36535122815002,XEM-USDT,0.8250488661525316,1236.71877095,ZEC-USDT,2019
4_5,2019-12-16T00:00:00+00:00,1.0511095211874677,364581.98572288896,BCHSV-USDT,0.04862435374929131,383215.596446762,XRP-USDT,2019
6_7,2019-12-16T00:00:00+00:00,1.2807160536204951,142213.33253912232,LTC-USDT,0.21918680009275304,182134.89802172387,TRX-USDT,2019
8_9,2019-12-16T00:00:00+00:00,1.667287659504693,55283.80029250795,VET-USDT,0.4002234741561792,92173.99799822044,COTI-USDT,2019
10_11,2019-12-16T00:00:00+00:00,1.0285559195576521,32590.609918748563,ALGO-USDT,0.027763118188005916,33521.26475392317,ATOM-USDT,2019
30_31,2019-12-16T00:00:00+00:00,9.473526153407041,153.31308352050002,XEM-USDT,0.8944426833465423,1452.415506390935,ZEC-USDT,2019
4_5,2019-12-23T00:00:00+00:00,1.042379309358727,361060.6955485038,BCHSV-USDT,0.04065632249051338,376362.19846243097,XRP-USDT,2019
6_7,2019-12-23T00:00:00+00:00,1.3175182045761311,135312.9140247896,LTC-USDT,0.2409972048001283,178277.22754190522,TRX-USDT,2019
8_9,2019-12-23T00:00:00+00:00,1.6765326805705714,51964.97731601292,VET-USDT,0.40353086367533747,87120.98271540407,COTI-USDT,2019
10_11,2019-12-23T00:00:00+00:00,1.1751711274634906,33085.612435681716,ALGO-USDT,0.1490601014352548,38881.25646886017,ATOM-USDT,2019
30_31,2019-12-23T00:00:00+00:00,12.610510220440057,91.41520382161525,XEM-USDT,0.9207010674017674,1152.79236209609,ZEC-USDT,2019
4_5,2019-12-30T00:00:00+00:00,1.1653314159484978,303384.8158875527,XRP-USDT,0.14187501828733384,353543.8570755161,BCHSV-USDT,2019
6_7,2019-12-30T00:00:00+00:00,1.395550087510235,135312.9140247896,LTC-USDT,0.28343668281797446,188835.94900856004,TRX-USDT,2019
8_9,2019-12-30T00:00:00+00:00,2.1703784869398643,44341.759850805596,VET-USDT,0.5392508698287206,96238.40165324227,COTI-USDT,2019
10_11,2019-12-30T00:00:00+00:00,1.120883381938143,29619.678934053038,ALGO-USDT,0.10784652880580756,33200.20589552334,ATOM-USDT,2019
30_31,2019-12-30T00:00:00+00:00,15.897214443501536,51.18002729925,XEM-USDT,0.9370958979289117,813.61986920044,ZEC-USDT,2019
4_5,2020-01-06T00:00:00+00:00,1.3819258020835272,293827.24904576736,XRP-USDT,0.27637214784447783,406047.45681156835,BCHSV-USDT,2020
6_7,2020-01-06T00:00:00+00:00,1.3944417016362944,146112.96250238374,LTC-USDT,0.2828671153289812,203746.00806294408,TRX-USDT,2020
8_9,2020-01-06T00:00:00+00:00,2.300388632313537,41009.27327008115,ETC-USDT,0.5652908443586403,94337.26604993406,COTI-USDT,2020
10_11,2020-01-06T00:00:00+00:00,1.0219061712015436,28922.24139168875,ATOM-USDT,0.02143657785703219,29555.816963147452,VET-USDT,2020
30_31,2020-01-06T00:00:00+00:00,11.46283519177895,52.48290949125,XEM-USDT,0.9127615477960295,601.60294188325,ZEC-USDT,2020
4_5,2020-01-13T00:00:00+00:00,1.2418660251484959,424197.131321313,XRP-USDT,0.19476015951042291,526796.0053533935,BCHSV-USDT,2020
6_7,2020-01-13T00:00:00+00:00,1.1855538404637387,213795.07511101128,LTC-USDT,0.15651236926629827,253465.5723700929,TRX-USDT,2020
8_9,2020-01-13T00:00:00+00:00,1.4658669180867496,65770.58167127214,ETC-USDT,0.31780983139642677,96410.91985524056,COTI-USDT,2020
10_11,2020-01-13T00:00:00+00:00,1.1039981099218994,29624.556514694952,TEL-USDT,0.0942013477987355,32705.45439949772,ATOM-USDT,2020
30_31,2020-01-13T00:00:00+00:00,17.870095651463863,55.4569505355,XEM-USDT,0.9440405905203936,991.021010607885,ZEC-USDT,2020
4_5,2020-01-20T00:00:00+00:00,1.1124278826197553,715442.615907046,XRP-USDT,0.10106532241441928,795878.3143494141,BCHSV-USDT,2020
6_7,2020-01-20T00:00:00+00:00,1.0066685629226724,463052.2727995008,TRX-USDT,0.006624387775964232,466140.16601715074,LTC-USDT,2020
8_9,2020-01-20T00:00:00+00:00,1.1160670650773281,94496.75526929999,ETC-USDT,0.10399649690342422,105464.71631273818,COTI-USDT,2020
10_11,2020-01-20T00:00:00+00:00,1.2647462205071902,34883.90829065457,ATOM-USDT,0.20932754430451772,44119.2911671248,NEO-USDT,2020
30_31,2020-01-20T00:00:00+00:00,3.9220037648351016,161.8594278552,XEM-USDT,0.745028291669158,634.81328542215,ONE-USDT,2020
