decision_time,period,metric,left_variant,right_variant,left_count,right_count,intersection_size,union_size,exact_match,jaccard,symmetric_difference_size,substitution_count,shared_slot_rate,left_only,right_only,mean_common_rank_displacement,left_liquidity,right_liquidity,liquidity_retained_ratio,left_current_seed_slots,right_current_seed_slots,left_evidence_strong_slots,right_evidence_strong_slots
2019-01-28T00:00:00+00:00,FULL,HYSTERESIS,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,679016.89611526,679016.89611526,1.0,0,0,2,2
2019-02-04T00:00:00+00:00,FULL,TOP_6,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,605466.52468438,605466.52468438,1.0,0,0,2,2
2019-02-04T00:00:00+00:00,FULL,TOP_8,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,605466.52468438,605466.52468438,1.0,0,0,2,2
2019-02-04T00:00:00+00:00,FULL,TOP_10,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,605466.52468438,605466.52468438,1.0,0,0,2,2
2019-02-04T00:00:00+00:00,FULL,HYSTERESIS,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,605466.52468438,605466.52468438,1.0,0,0,2,2
2019-02-11T00:00:00+00:00,FULL,TOP_6,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,478592.081972535,478592.081972535,1.0,0,0,2,2
2019-02-11T00:00:00+00:00,FULL,TOP_8,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,478592.081972535,478592.081972535,1.0,0,0,2,2
2019-02-11T00:00:00+00:00,FULL,TOP_10,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,478592.081972535,478592.081972535,1.0,0,0,2,2
2019-02-11T00:00:00+00:00,FULL,HYSTERESIS,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,478592.081972535,478592.081972535,1.0,0,0,2,2
2019-02-18T00:00:00+00:00,FULL,TOP_6,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,430626.17135094,430626.17135094,1.0,0,0,2,2
2019-02-18T00:00:00+00:00,FULL,TOP_8,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,430626.17135094,430626.17135094,1.0,0,0,2,2
2019-02-18T00:00:00+00:00,FULL,TOP_10,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,430626.17135094,430626.17135094,1.0,0,0,2,2
2019-02-18T00:00:00+00:00,FULL,HYSTERESIS,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,430626.17135094,430626.17135094,1.0,0,0,2,2
2019-02-25T00:00:00+00:00,FULL,TOP_6,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,426600.8378455505,426600.8378455505,1.0,0,0,2,2
2019-02-25T00:00:00+00:00,FULL,TOP_8,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,426600.8378455505,426600.8378455505,1.0,0,0,2,2
2019-02-25T00:00:00+00:00,FULL,TOP_10,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,426600.8378455505,426600.8378455505,1.0,0,0,2,2
2019-02-25T00:00:00+00:00,FULL,HYSTERESIS,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,426600.8378455505,426600.8378455505,1.0,0,0,2,2
2019-03-04T00:00:00+00:00,FULL,TOP_6,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,402445.2653792135,402445.2653792135,1.0,0,0,2,2
2019-03-04T00:00:00+00:00,FULL,TOP_8,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,402445.2653792135,402445.2653792135,1.0,0,0,2,2
2019-03-04T00:00:00+00:00,FULL,TOP_10,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,402445.2653792135,402445.2653792135,1.0,0,0,2,2
2019-03-04T00:00:00+00:00,FULL,HYSTERESIS,E10,D2,2,2,2,2,True,1.0,0,0.0,1.0,,,0.0,402445.2653792135,402445.2653792135,1.0,0,0,2,2
2019-03-11T00:00:00+00:00,FULL,TOP_6,E10,D2,3,3,3,3,True,1.0,0,0.0,1.0,,,0.0,738582.3909607315,738582.3909607315,1.0,0,0,3,3
2019-03-11T00:00:00+00:00,FULL,TOP_8,E10,D2,3,3,3,3,True,1.0,0,0.0,1.0,,,0.0,738582.3909607315,738582.3909607315,1.0,0,0,3,3
2019-03-11T00:00:00+00:00,FULL,TOP_10,E10,D2,3,3,3,3,True,1.0,0,0.0,1.0,,,0.0,738582.3909607315,738582.3909607315,1.0,0,0,3,3
2019-03-11T00:00:00+00:00,FULL,HYSTERESIS,E10,D2,3,3,3,3,True,1.0,0,0.0,1.0,,,0.0,738582.3909607315,738582.3909607315,1.0,0,0,3,3
2019-03-18T00:00:00+00:00,FULL,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.6666666666666666,910990.5382313981,902168.5425633691,0.9903160402904337,1,0,5,6
2019-03-18T00:00:00+00:00,FULL,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,ETC;NEO,,0.6666666666666666,917733.3701122439,902168.5425633691,0.9830399241699459,2,0,6,6
2019-03-18T00:00:00+00:00,FULL,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.6666666666666666,920832.294367188,902168.5425633691,0.9797316493806889,4,0,6,6
2019-03-18T00:00:00+00:00,FULL,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.6666666666666666,910990.5382313981,902168.5425633691,0.9903160402904337,1,0,5,6
2019-03-25T00:00:00+00:00,FULL,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.5,1034275.559599483,1027437.7098149498,0.9933887543594464,1,0,5,6
2019-03-25T00:00:00+00:00,FULL,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,ETC;NEO,,0.5,1042211.5248226438,1027437.7098149498,0.9858245522565986,2,0,6,6
2019-03-25T00:00:00+00:00,FULL,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,ETC;NEO;ONT;XLM,,0.5,1046545.096634517,1027437.7098149498,0.9817424142724352,4,0,6,6
2019-03-25T00:00:00+00:00,FULL,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.5,1034275.559599483,1027437.7098149498,0.9933887543594464,1,0,5,6
2019-04-01T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.3333333333333333,1482321.7191311102,1476292.296342531,0.9959324465729926,1,0,5,6
2019-04-01T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,ETC;NEO,,0.3333333333333333,1492009.1914709944,1476292.296342531,0.9894659528786361,2,0,6,6
2019-04-01T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.3333333333333333,1498121.0564445162,1476292.296342531,0.9854292415101679,4,0,6,6
2019-04-01T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.3333333333333333,1482321.7191311102,1476292.296342531,0.9959324465729926,1,0,5,6
2019-04-08T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,2828655.475009048,2823382.8349703695,0.9981359907258902,1,0,5,6
2019-04-08T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,NEO;XLM,,0.16666666666666666,2841732.7979988265,2823382.8349703695,0.9935426852794256,2,0,6,6
2019-04-08T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.16666666666666666,2848577.5686759707,2823382.8349703695,0.9911553281951484,4,0,6,6
2019-04-08T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,2828655.475009048,2823382.8349703695,0.9981359907258902,1,0,5,6
2019-04-15T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,3681691.8456369676,3675310.881241425,0.9982668390883652,1,0,5,6
2019-04-15T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,NEO;XLM,,0.16666666666666666,3703699.5377962426,3675310.881241425,0.9923350541087063,2,0,6,6
2019-04-15T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.16666666666666666,3713323.6335583716,3675310.881241425,0.9897631458854234,4,0,6,6
2019-04-15T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,3681691.8456369676,3675310.881241425,0.9982668390883652,1,0,5,6
2019-04-22T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,3594270.934842928,3589255.57122385,0.9986046228261596,1,0,5,6
2019-04-22T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,NEO;XLM,,0.16666666666666666,3618018.6171688735,3589255.57122385,0.9920500558486537,2,0,6,6
2019-04-22T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.16666666666666666,3628000.67455733,3589255.57122385,0.9893205357967009,4,0,6,6
2019-04-22T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,3594270.934842928,3589255.57122385,0.9986046228261596,1,0,5,6
2019-04-29T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,3741833.869953648,3731562.674022195,0.9972550368914213,1,0,5,6
2019-04-29T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,ETC;NEO,,0.16666666666666666,3774343.254447395,3731562.674022195,0.9886654240112394,2,0,6,6
2019-04-29T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.16666666666666666,3792549.6077768295,3731562.674022195,0.9839192785693356,4,0,6,6
2019-04-29T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,3741833.869953648,3731562.674022195,0.9972550368914213,1,0,5,6
2019-05-06T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,3434974.803320289,3427061.634456234,0.9976962949316525,1,0,5,6
2019-05-06T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,ETC;NEO,,0.16666666666666666,3486703.9623207473,3427061.634456234,0.9828943528016599,2,0,6,6
2019-05-06T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.16666666666666666,3522555.6932012043,3427061.634456234,0.9728906887322517,4,0,6,6
2019-05-06T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,3434974.803320289,3427061.634456234,0.9976962949316525,1,0,5,6
2019-05-13T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.6666666666666666,3784948.0183380595,3713104.1332226186,0.981018527924992,1,0,5,6
2019-05-13T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,5,9,False,0.5555555555555556,4,4.0,0.625,NEO;ONT;XLM,TRX,0.6666666666666666,3921793.7885085116,3713104.1332226186,0.9467871931723214,3,0,5,6
2019-05-13T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,ETC;NEO;ONT;XLM,,0.6666666666666666,3994080.2361986623,3713104.1332226186,0.9296518631675109,4,0,6,6
2019-05-13T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.6666666666666666,3784948.0183380595,3713104.1332226186,0.981018527924992,1,0,5,6
2019-05-20T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.5,4934171.801784917,4852213.808099352,0.9833897162527018,1,0,5,6
2019-05-20T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,5,9,False,0.5555555555555556,4,4.0,0.625,NEO;ONT;XLM,TRX,0.5,5092259.122855828,4852213.808099352,0.9528607423610732,3,0,5,6
2019-05-20T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;NEO;ONT;XLM,,0.5,5201630.588981814,4852213.808099352,0.9328255294363651,4,0,6,6
2019-05-20T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.5,4934171.801784917,4852213.808099352,0.9833897162527018,1,0,5,6
2019-05-27T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,7836895.354205435,7775496.983763816,0.9921654727201797,1,0,5,6
2019-05-27T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,NEO;XLM,,0.16666666666666666,8018647.461716539,7775496.983763816,0.9696768714283054,2,0,6,6
2019-05-27T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,ETC;NEO;ONT;XLM,,0.16666666666666666,8159290.11690653,7775496.983763816,0.9529624357457921,4,0,6,6
2019-05-27T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,7836895.354205435,7775496.983763816,0.9921654727201797,1,0,5,6
2019-06-03T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,10030479.938565016,9974270.509054024,0.994396137587108,1,0,5,6
2019-06-03T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,NEO;XLM,,0.16666666666666666,10251918.273420114,9974270.509054024,0.9729174816886766,2,0,6,6
2019-06-03T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,ETC;NEO;ONT;XLM,,0.16666666666666666,10411707.465612832,9974270.509054024,0.9579860500303577,4,0,6,6
2019-06-03T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,10030479.938565016,9974270.509054024,0.994396137587108,1,0,5,6
2019-06-10T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,11133447.148238301,11094615.311374422,0.9965121461172946,1,0,5,6
2019-06-10T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,ETC;NEO,,0.16666666666666666,11398229.532063311,11094615.311374422,0.9733630367913877,2,0,6,6
2019-06-10T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.16666666666666666,11564648.021594126,11094615.311374422,0.9593560729784397,4,0,6,6
2019-06-10T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,11133447.148238301,11094615.311374422,0.9965121461172946,1,0,5,6
2019-06-17T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,11386442.796070602,11349852.928809786,0.9967865409842095,1,0,5,6
2019-06-17T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,BCHSV;NEO,,0.16666666666666666,11652651.08506892,11349852.928809786,0.9740146552017571,2,0,6,6
2019-06-17T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.16666666666666666,11824342.2573621,11349852.928809786,0.9598718205017378,4,0,6,6
2019-06-17T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,11386442.796070602,11349852.928809786,0.9967865409842095,1,0,5,6
2019-06-24T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,14400116.906803453,14364560.385347458,0.9975308171672415,1,0,5,6
2019-06-24T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,BCHSV;NEO,,0.16666666666666666,14677253.726886883,14364560.385347458,0.9786953780756266,2,0,6,6
2019-06-24T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.16666666666666666,14831380.392406484,14364560.385347458,0.968524844302555,4,0,6,6
2019-06-24T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,14400116.906803453,14364560.385347458,0.9975308171672415,1,0,5,6
2019-07-01T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,17798393.208584774,17755897.39661704,0.9976123793047096,1,0,5,6
2019-07-01T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,BCHSV;NEO,,0.16666666666666666,18084480.760039948,17755897.39661704,0.9818306443086298,2,0,6,6
2019-07-01T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.16666666666666666,18253143.738328427,17755897.39661704,0.97275831775393,4,0,6,6
2019-07-01T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,17798393.208584774,17755897.39661704,0.9976123793047096,1,0,5,6
2019-07-08T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,19505989.969224893,19448653.314667817,0.9970605616711822,1,0,5,6
2019-07-08T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,BCHSV;NEO,,0.16666666666666666,19837553.507481564,19448653.314667817,0.9803957583445421,2,0,6,6
2019-07-08T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;NEO;XLM,,0.16666666666666666,20004434.355476845,19448653.314667817,0.9722171079205314,4,0,6,6
2019-07-08T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.16666666666666666,19505989.969224893,19448653.314667817,0.9970605616711822,1,0,5,6
2019-07-15T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,BCHSV,TRX,0.5,50121926.36661639,44230445.604807876,0.882457016541716,1,0,5,6
2019-07-15T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,BCHSV;NEO,,0.5,51165601.65605271,44230445.604807876,0.8644566695831196,2,0,6,6
2019-07-15T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;MTV;NEO;XLM,,0.5,51471455.425059244,44230445.604807876,0.8593198937070268,4,0,6,6
2019-07-15T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.5,43786251.20133765,44230445.604807876,1.0101446091246253,1,0,5,6
2019-07-22T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,BCHSV,TRX,0.8333333333333334,106733589.59098347,97184820.15746622,0.9105364162293301,1,0,5,6
2019-07-22T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,BCHSV;NEO,,0.8333333333333334,112701588.72268924,97184820.15746622,0.8623198772875935,2,0,6,6
2019-07-22T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;MTV;NEO,,0.8333333333333334,113021323.70867656,97184820.15746622,0.8598803921989936,4,0,6,6
2019-07-22T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.8333333333333334,92093192.69961685,97184820.15746622,1.0552877721859082,1,0,5,6
2019-07-29T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,BCHSV,TRX,0.6666666666666666,152799126.80177692,140938365.401456,0.9223767723770593,1,0,5,6
2019-07-29T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,BCHSV;NEO,,0.6666666666666666,161438329.7086174,140938365.401456,0.8730167467406155,2,0,6,6
2019-07-29T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;ETC;MTV;NEO,,0.6666666666666666,161759195.21673083,140938365.401456,0.8712850308918864,4,0,6,6
2019-07-29T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.6666666666666666,133363693.10733001,140938365.401456,1.0567971096003614,1,0,5,6
2019-08-05T00:00:00+00:00,POST_WARMUP,TOP_6,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,BCHSV,KCS,0.5,256342658.5698578,239263109.1981037,0.9333721922560945,1,0,5,6
2019-08-05T00:00:00+00:00,POST_WARMUP,TOP_8,E10,D2,8,6,6,8,False,0.75,2,2.0,0.75,BCHSV;NEO,,0.5,265430917.9624559,239263109.1981037,0.901413863293599,2,0,6,6
2019-08-05T00:00:00+00:00,POST_WARMUP,TOP_10,E10,D2,10,6,6,10,False,0.6,4,4.0,0.6,BCHSV;MTV;NEO;TEL,,0.5,265758026.1571227,239263109.1981037,0.9003043582835968,4,0,6,6
2019-08-05T00:00:00+00:00,POST_WARMUP,HYSTERESIS,E10,D2,6,6,5,7,False,0.7142857142857143,2,1.0,0.8333333333333334,NEO,TRX,0.5,230275545.68190908,239263109.1981037,1.0390296046832936,1,0,5,6
