first_decision,final_decision,duration_weeks,left_only,right_only,resolved_within_one_week,resolved_within_four_weeks,persistent_4_weeks,persistent_8_weeks,persistent_13_weeks,persistent_26_weeks,metric,period,hysteresis_absorbed
2019-07-22T00:00:00+00:00,2019-09-23T00:00:00+00:00,10,BCHSV-USDT,LTC-USDT,False,False,True,True,False,False,TOP_4,POST_WARMUP,False
2019-12-30T00:00:00+00:00,2020-02-10T00:00:00+00:00,7,BCHSV-USDT,XRP-USDT,False,False,True,False,False,False,TOP_4,POST_WARMUP,False
2020-02-17T00:00:00+00:00,2020-02-17T00:00:00+00:00,1,BCHSV-USDT,LTC-USDT,True,True,False,False,False,False,TOP_4,POST_WARMUP,False
2020-02-24T00:00:00+00:00,2020-03-16T00:00:00+00:00,4,BCHSV-USDT,XRP-USDT,False,True,True,False,False,False,TOP_4,POST_WARMUP,False
2020-03-23T00:00:00+00:00,2020-05-25T00:00:00+00:00,10,BCHSV-USDT,LTC-USDT,False,False,True,True,False,False,TOP_4,POST_WARMUP,False
2020-06-01T00:00:00+00:00,2020-06-01T00:00:00+00:00,1,BCHSV-USDT,XRP-USDT,True,True,False,False,False,False,TOP_4,POST_WARMUP,False
2021-03-29T00:00:00+00:00,2021-03-29T00:00:00+00:00,1,VET-USDT,XRP-USDT,True,True,False,False,False,False,TOP_4,POST_WARMUP,False
2021-05-03T00:00:00+00:00,2021-05-03T00:00:00+00:00,1,VET-USDT,KCS-USDT,True,True,False,False,False,False,TOP_4,POST_WARMUP,False
2024-03-18T00:00:00+00:00,2024-03-25T00:00:00+00:00,2,PEPE-USDT,SHIB-USDT,False,True,False,False,False,False,TOP_4,POST_WARMUP,False
2024-04-01T00:00:00+00:00,2024-04-01T00:00:00+00:00,1,PEPE-USDT,DOGE-USDT,True,True,False,False,False,False,TOP_4,POST_WARMUP,False
2024-05-20T00:00:00+00:00,2024-06-10T00:00:00+00:00,4,PEPE-USDT,DOGE-USDT,False,True,True,False,False,False,TOP_4,POST_WARMUP,False
2024-06-17T00:00:00+00:00,2024-06-17T00:00:00+00:00,1,PEPE-USDT,SHIB-USDT,True,True,False,False,False,False,TOP_4,POST_WARMUP,False
2024-06-24T00:00:00+00:00,2024-06-24T00:00:00+00:00,1,PEPE-USDT,JASMY-USDT,True,True,False,False,False,False,TOP_4,POST_WARMUP,False
2024-07-01T00:00:00+00:00,2024-07-08T00:00:00+00:00,2,PEPE-USDT,ONDO-USDT,False,True,False,False,False,False,TOP_4,POST_WARMUP,False
2024-07-15T00:00:00+00:00,2024-07-22T00:00:00+00:00,2,PEPE-USDT,XRP-USDT,False,True,False,False,False,False,TOP_4,POST_WARMUP,False
2024-10-14T00:00:00+00:00,2024-10-21T00:00:00+00:00,2,PEPE-USDT,XRP-USDT,False,True,False,False,False,False,TOP_4,POST_WARMUP,False
2024-10-28T00:00:00+00:00,2024-10-28T00:00:00+00:00,1,SUI-USDT,XRP-USDT,True,True,False,False,False,False,TOP_4,POST_WARMUP,False
2024-11-04T00:00:00+00:00,2024-11-04T00:00:00+00:00,1,SUI-USDT,DOGE-USDT,True,True,False,False,False,False,TOP_4,POST_WARMUP,False
2019-01-07T00:00:00+00:00,2019-01-07T00:00:00+00:00,1,VET-USDT,,True,True,False,False,False,False,TOP_6,FULL,False
2019-01-14T00:00:00+00:00,2019-01-14T00:00:00+00:00,1,NEO-USDT;VET-USDT,,True,True,False,False,False,False,TOP_6,FULL,False
2019-03-18T00:00:00+00:00,2019-07-08T00:00:00+00:00,17,NEO-USDT,TRX-USDT,False,False,True,True,True,False,TOP_6,FULL,False
2019-07-15T00:00:00+00:00,2019-07-29T00:00:00+00:00,3,BCHSV-USDT,TRX-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2019-08-05T00:00:00+00:00,2019-08-19T00:00:00+00:00,3,BCHSV-USDT,KCS-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2019-08-26T00:00:00+00:00,2019-09-02T00:00:00+00:00,2,BCHSV-USDT,TRX-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2019-09-09T00:00:00+00:00,2019-09-16T00:00:00+00:00,2,BCHSV-USDT,KCS-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2019-09-23T00:00:00+00:00,2019-09-23T00:00:00+00:00,1,BCHSV-USDT,TRX-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2019-10-07T00:00:00+00:00,2019-10-28T00:00:00+00:00,4,BCHSV-USDT,TRX-USDT,False,True,True,False,False,False,TOP_6,FULL,False
2019-11-04T00:00:00+00:00,2020-01-13T00:00:00+00:00,11,BCHSV-USDT,LTC-USDT,False,False,True,True,False,False,TOP_6,FULL,False
2020-01-20T00:00:00+00:00,2020-03-16T00:00:00+00:00,9,BCHSV-USDT,TRX-USDT,False,False,True,True,False,False,TOP_6,FULL,False
2020-03-23T00:00:00+00:00,2020-04-27T00:00:00+00:00,6,BCHSV-USDT,XTZ-USDT,False,False,True,False,False,False,TOP_6,FULL,False
2020-05-04T00:00:00+00:00,2020-05-11T00:00:00+00:00,2,BCHSV-USDT,XRP-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2020-05-18T00:00:00+00:00,2020-05-25T00:00:00+00:00,2,BCHSV-USDT,XTZ-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2020-06-01T00:00:00+00:00,2020-06-08T00:00:00+00:00,2,BCHSV-USDT,TRX-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2020-06-15T00:00:00+00:00,2020-06-15T00:00:00+00:00,1,BCHSV-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2020-07-06T00:00:00+00:00,2020-07-13T00:00:00+00:00,2,BCHSV-USDT,XRP-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2020-07-20T00:00:00+00:00,2020-07-20T00:00:00+00:00,1,BCHSV-USDT,ATOM-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2020-08-03T00:00:00+00:00,2020-08-17T00:00:00+00:00,3,BCHSV-USDT,XTZ-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2020-08-24T00:00:00+00:00,2020-08-24T00:00:00+00:00,1,BCHSV-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2020-08-31T00:00:00+00:00,2020-08-31T00:00:00+00:00,1,BCHSV-USDT,ATOM-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2020-10-26T00:00:00+00:00,2020-10-26T00:00:00+00:00,1,BCHSV-USDT,ADA-USDT,True,True,False,False,False,False,TOP_6,FULL,True
2020-11-02T00:00:00+00:00,2020-11-02T00:00:00+00:00,1,BCHSV-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2020-11-23T00:00:00+00:00,2020-11-23T00:00:00+00:00,1,BCHSV-USDT,ATOM-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2020-12-14T00:00:00+00:00,2021-01-11T00:00:00+00:00,5,BCHSV-USDT,ADA-USDT,False,False,True,False,False,False,TOP_6,FULL,False
2021-02-08T00:00:00+00:00,2021-02-08T00:00:00+00:00,1,BCHSV-USDT,KCS-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2021-02-22T00:00:00+00:00,2021-02-22T00:00:00+00:00,1,XLM-USDT,KCS-USDT,True,True,False,False,False,False,TOP_6,FULL,True
2021-03-29T00:00:00+00:00,2021-04-12T00:00:00+00:00,3,VET-USDT,DOT-USDT,False,True,False,False,False,False,TOP_6,FULL,True
2021-04-19T00:00:00+00:00,2021-04-19T00:00:00+00:00,1,VET-USDT,TRX-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2021-04-26T00:00:00+00:00,2021-04-26T00:00:00+00:00,1,VET-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2021-05-03T00:00:00+00:00,2021-05-17T00:00:00+00:00,3,VET-USDT,BNB-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2021-05-24T00:00:00+00:00,2021-06-07T00:00:00+00:00,3,TEL-USDT,BCH-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2021-06-14T00:00:00+00:00,2021-06-21T00:00:00+00:00,2,TEL-USDT,DOT-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2021-06-28T00:00:00+00:00,2021-06-28T00:00:00+00:00,1,VET-USDT,DOT-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2021-07-05T00:00:00+00:00,2021-07-12T00:00:00+00:00,2,TEL-USDT,DOT-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2021-07-26T00:00:00+00:00,2021-08-09T00:00:00+00:00,3,TEL-USDT,DOGE-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2021-08-23T00:00:00+00:00,2021-08-23T00:00:00+00:00,1,VET-USDT,DOT-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2021-08-30T00:00:00+00:00,2021-09-06T00:00:00+00:00,2,VET-USDT,BNB-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2021-09-13T00:00:00+00:00,2021-09-13T00:00:00+00:00,1,VET-USDT,DOT-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2021-11-29T00:00:00+00:00,2021-12-06T00:00:00+00:00,2,MANA-USDT,AVAX-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2023-04-17T00:00:00+00:00,2023-04-17T00:00:00+00:00,1,GRAM-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2023-04-24T00:00:00+00:00,2023-04-24T00:00:00+00:00,1,GRAM-USDT,SHIB-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2023-05-01T00:00:00+00:00,2023-05-01T00:00:00+00:00,1,GRAM-USDT,ADA-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2023-05-08T00:00:00+00:00,2023-05-08T00:00:00+00:00,1,GRAM-USDT,INJ-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2023-05-15T00:00:00+00:00,2023-05-15T00:00:00+00:00,1,GRAM-USDT,SHIB-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2023-08-21T00:00:00+00:00,2023-08-21T00:00:00+00:00,1,PEPE-USDT,DOGE-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2023-08-28T00:00:00+00:00,2023-08-28T00:00:00+00:00,1,PEPE-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2023-09-11T00:00:00+00:00,2023-09-11T00:00:00+00:00,1,PEPE-USDT,SHIB-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2023-09-18T00:00:00+00:00,2023-10-02T00:00:00+00:00,3,GRAM-USDT,SHIB-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2023-11-13T00:00:00+00:00,2023-11-20T00:00:00+00:00,2,PEPE-USDT,SHIB-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2023-11-27T00:00:00+00:00,2023-11-27T00:00:00+00:00,1,KAS-USDT,AVAX-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2023-12-04T00:00:00+00:00,2023-12-04T00:00:00+00:00,1,KAS-USDT,RUNE-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-02-05T00:00:00+00:00,2024-02-05T00:00:00+00:00,1,SUI-USDT,AVAX-USDT,True,True,False,False,False,False,TOP_6,FULL,True
2024-02-12T00:00:00+00:00,2024-02-12T00:00:00+00:00,1,SUI-USDT,LINK-USDT,True,True,False,False,False,False,TOP_6,FULL,True
2024-02-19T00:00:00+00:00,2024-02-19T00:00:00+00:00,1,SUI-USDT,AVAX-USDT,True,True,False,False,False,False,TOP_6,FULL,True
2024-03-11T00:00:00+00:00,2024-03-11T00:00:00+00:00,1,PEPE-USDT,FET-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-03-18T00:00:00+00:00,2024-03-25T00:00:00+00:00,2,PEPE-USDT,DOGE-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2024-04-01T00:00:00+00:00,2024-04-01T00:00:00+00:00,1,PEPE-USDT,SHIB-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-05-20T00:00:00+00:00,2024-06-03T00:00:00+00:00,3,PEPE-USDT,SHIB-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2024-06-10T00:00:00+00:00,2024-06-10T00:00:00+00:00,1,PEPE-USDT,XRP-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-06-17T00:00:00+00:00,2024-06-17T00:00:00+00:00,1,PEPE-USDT,ONDO-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-06-24T00:00:00+00:00,2024-06-24T00:00:00+00:00,1,PEPE-USDT,DOGE-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-07-01T00:00:00+00:00,2024-07-01T00:00:00+00:00,1,GRAM-USDT;PEPE-USDT,JASMY-USDT;XRP-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-07-08T00:00:00+00:00,2024-07-08T00:00:00+00:00,1,PEPE-USDT,NEAR-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-07-15T00:00:00+00:00,2024-07-15T00:00:00+00:00,1,GRAM-USDT;PEPE-USDT,ONDO-USDT;WIF-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-07-22T00:00:00+00:00,2024-07-22T00:00:00+00:00,1,PEPE-USDT,WIF-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-07-29T00:00:00+00:00,2024-08-05T00:00:00+00:00,2,PEPE-USDT,ONDO-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2024-08-12T00:00:00+00:00,2024-08-19T00:00:00+00:00,2,PEPE-USDT,DOGE-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2024-08-26T00:00:00+00:00,2024-09-02T00:00:00+00:00,2,PEPE-USDT,XMR-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2024-09-09T00:00:00+00:00,2024-09-09T00:00:00+00:00,1,GRAM-USDT;PEPE-USDT,FET-USDT;XMR-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-10-07T00:00:00+00:00,2024-10-07T00:00:00+00:00,1,PEPE-USDT,XMR-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-10-14T00:00:00+00:00,2024-10-14T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,FET-USDT;TAO-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-10-21T00:00:00+00:00,2024-10-21T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,SHIB-USDT;WIF-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-10-28T00:00:00+00:00,2024-10-28T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,DOGE-USDT;SHIB-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-11-04T00:00:00+00:00,2024-11-04T00:00:00+00:00,1,PEPE-USDT;SUI-USDT,SHIB-USDT;XRP-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2024-11-11T00:00:00+00:00,2024-11-18T00:00:00+00:00,2,PEPE-USDT;SUI-USDT,XMR-USDT;XRP-USDT,False,True,False,False,False,False,TOP_6,FULL,False
2024-11-25T00:00:00+00:00,2024-11-25T00:00:00+00:00,1,SUI-USDT,XRP-USDT,True,True,False,False,False,False,TOP_6,FULL,False
2019-04-01T00:00:00+00:00,2019-07-08T00:00:00+00:00,15,NEO-USDT,TRX-USDT,False,False,True,True,True,False,TOP_6,POST_WARMUP,False
2019-07-15T00:00:00+00:00,2019-07-29T00:00:00+00:00,3,BCHSV-USDT,TRX-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2019-08-05T00:00:00+00:00,2019-08-19T00:00:00+00:00,3,BCHSV-USDT,KCS-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2019-08-26T00:00:00+00:00,2019-09-02T00:00:00+00:00,2,BCHSV-USDT,TRX-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2019-09-09T00:00:00+00:00,2019-09-16T00:00:00+00:00,2,BCHSV-USDT,KCS-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2019-09-23T00:00:00+00:00,2019-09-23T00:00:00+00:00,1,BCHSV-USDT,TRX-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2019-10-07T00:00:00+00:00,2019-10-28T00:00:00+00:00,4,BCHSV-USDT,TRX-USDT,False,True,True,False,False,False,TOP_6,POST_WARMUP,False
2019-11-04T00:00:00+00:00,2020-01-13T00:00:00+00:00,11,BCHSV-USDT,LTC-USDT,False,False,True,True,False,False,TOP_6,POST_WARMUP,False
2020-01-20T00:00:00+00:00,2020-03-16T00:00:00+00:00,9,BCHSV-USDT,TRX-USDT,False,False,True,True,False,False,TOP_6,POST_WARMUP,False
2020-03-23T00:00:00+00:00,2020-04-27T00:00:00+00:00,6,BCHSV-USDT,XTZ-USDT,False,False,True,False,False,False,TOP_6,POST_WARMUP,False
2020-05-04T00:00:00+00:00,2020-05-11T00:00:00+00:00,2,BCHSV-USDT,XRP-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2020-05-18T00:00:00+00:00,2020-05-25T00:00:00+00:00,2,BCHSV-USDT,XTZ-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2020-06-01T00:00:00+00:00,2020-06-08T00:00:00+00:00,2,BCHSV-USDT,TRX-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2020-06-15T00:00:00+00:00,2020-06-15T00:00:00+00:00,1,BCHSV-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2020-07-06T00:00:00+00:00,2020-07-13T00:00:00+00:00,2,BCHSV-USDT,XRP-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2020-07-20T00:00:00+00:00,2020-07-20T00:00:00+00:00,1,BCHSV-USDT,ATOM-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2020-08-03T00:00:00+00:00,2020-08-17T00:00:00+00:00,3,BCHSV-USDT,XTZ-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2020-08-24T00:00:00+00:00,2020-08-24T00:00:00+00:00,1,BCHSV-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2020-08-31T00:00:00+00:00,2020-08-31T00:00:00+00:00,1,BCHSV-USDT,ATOM-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2020-10-26T00:00:00+00:00,2020-10-26T00:00:00+00:00,1,BCHSV-USDT,ADA-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,True
2020-11-02T00:00:00+00:00,2020-11-02T00:00:00+00:00,1,BCHSV-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2020-11-23T00:00:00+00:00,2020-11-23T00:00:00+00:00,1,BCHSV-USDT,ATOM-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2020-12-14T00:00:00+00:00,2021-01-11T00:00:00+00:00,5,BCHSV-USDT,ADA-USDT,False,False,True,False,False,False,TOP_6,POST_WARMUP,False
2021-02-08T00:00:00+00:00,2021-02-08T00:00:00+00:00,1,BCHSV-USDT,KCS-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-02-22T00:00:00+00:00,2021-02-22T00:00:00+00:00,1,XLM-USDT,KCS-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,True
2021-03-29T00:00:00+00:00,2021-04-12T00:00:00+00:00,3,VET-USDT,DOT-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,True
2021-04-19T00:00:00+00:00,2021-04-19T00:00:00+00:00,1,VET-USDT,TRX-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-04-26T00:00:00+00:00,2021-04-26T00:00:00+00:00,1,VET-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-05-03T00:00:00+00:00,2021-05-17T00:00:00+00:00,3,VET-USDT,BNB-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-05-24T00:00:00+00:00,2021-06-07T00:00:00+00:00,3,TEL-USDT,BCH-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-06-14T00:00:00+00:00,2021-06-21T00:00:00+00:00,2,TEL-USDT,DOT-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-06-28T00:00:00+00:00,2021-06-28T00:00:00+00:00,1,VET-USDT,DOT-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-07-05T00:00:00+00:00,2021-07-12T00:00:00+00:00,2,TEL-USDT,DOT-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-07-26T00:00:00+00:00,2021-08-09T00:00:00+00:00,3,TEL-USDT,DOGE-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-08-23T00:00:00+00:00,2021-08-23T00:00:00+00:00,1,VET-USDT,DOT-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-08-30T00:00:00+00:00,2021-09-06T00:00:00+00:00,2,VET-USDT,BNB-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-09-13T00:00:00+00:00,2021-09-13T00:00:00+00:00,1,VET-USDT,DOT-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2021-11-29T00:00:00+00:00,2021-12-06T00:00:00+00:00,2,MANA-USDT,AVAX-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-04-17T00:00:00+00:00,2023-04-17T00:00:00+00:00,1,GRAM-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-04-24T00:00:00+00:00,2023-04-24T00:00:00+00:00,1,GRAM-USDT,SHIB-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-05-01T00:00:00+00:00,2023-05-01T00:00:00+00:00,1,GRAM-USDT,ADA-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-05-08T00:00:00+00:00,2023-05-08T00:00:00+00:00,1,GRAM-USDT,INJ-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-05-15T00:00:00+00:00,2023-05-15T00:00:00+00:00,1,GRAM-USDT,SHIB-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-08-21T00:00:00+00:00,2023-08-21T00:00:00+00:00,1,PEPE-USDT,DOGE-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-08-28T00:00:00+00:00,2023-08-28T00:00:00+00:00,1,PEPE-USDT,LTC-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-09-11T00:00:00+00:00,2023-09-11T00:00:00+00:00,1,PEPE-USDT,SHIB-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-09-18T00:00:00+00:00,2023-10-02T00:00:00+00:00,3,GRAM-USDT,SHIB-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-11-13T00:00:00+00:00,2023-11-20T00:00:00+00:00,2,PEPE-USDT,SHIB-USDT,False,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-11-27T00:00:00+00:00,2023-11-27T00:00:00+00:00,1,KAS-USDT,AVAX-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2023-12-04T00:00:00+00:00,2023-12-04T00:00:00+00:00,1,KAS-USDT,RUNE-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
2024-02-05T00:00:00+00:00,2024-02-05T00:00:00+00:00,1,SUI-USDT,AVAX-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,True
2024-02-12T00:00:00+00:00,2024-02-12T00:00:00+00:00,1,SUI-USDT,LINK-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,True
2024-02-19T00:00:00+00:00,2024-02-19T00:00:00+00:00,1,SUI-USDT,AVAX-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,True
2024-03-11T00:00:00+00:00,2024-03-11T00:00:00+00:00,1,PEPE-USDT,FET-USDT,True,True,False,False,False,False,TOP_6,POST_WARMUP,False
