source_kind,source_name,source_commit,block_index,language,start_line,end_line,line_count,sha256,python_like,python_ast_valid,executable_score,accounting_score,executable_candidate,accounting_candidate
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,41,json,3073,3088,16,56f4dda4aae048e05f3adf1bab3c8c066861a2cdb57a2beb75b153a62a541d95,False,False,0,3,False,True
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,42,json,3094,3153,60,b32bcb4dda1ad3a0eac6f2964f49e73ee85f5dfeb302fa2716f48b4539788cd1,False,False,1,3,False,True
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,43,json,3159,3174,16,31e203267295ed57b8bf06f3e73aa85be5be637a9ac041ed91731ee69952172b,False,False,0,3,False,True
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,44,json,3180,3195,16,8697113d1ec72c1b79aa5f0a21b1df5e175739e7295199260d76cddae7f68155,False,False,0,3,False,True
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,45,json,3201,3216,16,b167ddbd0389d80c22c04a1e428c2c7ed1f3ebeed13676961f3fcf0213d0a242,False,False,0,3,False,True
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,46,json,3222,3281,60,66259adadd77754a79d9a8b51f7b1c1339e41125ce54cb17f92a3557a00258d8,False,False,1,3,False,True
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,47,json,3287,3302,16,329bab614fcee0eb93245b74acbfe6d74aed939b544b6705be8162fdeec6be55,False,False,0,3,False,True
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,48,json,3308,3323,16,fa8597cee260d339294a5d3d3734dd2e13a8d8591f569cd8b7ca764f2cd76648,False,False,0,3,False,True
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,49,json,3329,3344,16,bf3b9c3bc8d3ba3efbad55838f191ef2998d811f8dd48b3fe54e9fd146c36e4a,False,False,0,3,False,True
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,50,json,3414,3773,360,1ba7bca1537cf20b41caff0dcd39a05b3b5e49682783be86bb455d2f57f55d30,False,False,3,4,False,True
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,51,json,3843,4205,363,9abb297ac21bd3cdb59f66510b45ae58ecef9191fce76ef490dc887d0b5cdb57,False,False,3,4,False,True
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,52,json,4721,4729,9,d0b87be7f41b0331eb91a6c451766130442ab69fa0a892af893d8d7b9e525f5f,False,False,0,1,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,53,json,4735,4743,9,28825f38e2859cbf0c1dfe17e243db926a21ca14322e991e37ade88b0b088aae,False,False,0,1,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,54,json,4832,4846,15,82844d3776b1c8d2824cfb61c216f1b98998a20d9de87ccac12e8ec6d811248e,False,False,1,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,55,json,4852,4866,15,d55f46110dc077bbe48b0fedbcf5a0118fa655564177c174c9d42c372a63af12,False,False,1,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,56,json,4872,4886,15,43d86d9c6ae08b5284694e64ce8517de4420a719a2033ed56c7a0873c2444a8a,False,False,1,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,57,json,4892,4906,15,a26b4c65af555df5644b09bed33c11da7d8378e00778132373f78b258a358f33,False,False,1,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,58,json,4912,4926,15,2ec3a1d872d3f3d080ad90ad2860e54f4379f71fa1b1b81d3089530c0a7b0d4e,False,False,1,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,59,json,4932,4946,15,1de66cc5c347bc053be00804f68b55b38718751dace75f2b6e9a6d18403f068e,False,False,1,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,60,text,5016,5018,3,1a4c052ca91e51912c40d4ff952983dc37fd0086de19bae1d56e16f5b6cf3446,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,61,text,5024,5026,3,6c727ccc8dbccd4b8e4a309fa2566d019f88431269192d50f96049f71c8415d2,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,62,text,5050,5052,3,979759d7f166af986b44153aea5c023679e9b2e7203e8710fa7754f82c5cfc40,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,63,text,5058,5060,3,43d7925213d0027b9a8ab8b8e64233719d714b1f179b767cd556c4e7db4e6851,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,64,text,5083,5085,3,598a5bbc97fb91f9b5d465a926a366449fc4cf61ab864e295303a47587cd13fa,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,65,text,5091,5093,3,aac7e74b85285565f8152bdd9beea31ae9128de4caf9b8d055d0f813a8ce167d,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,66,text,5114,5116,3,96aaead98638a41774c352cafa52e7c08ddf1cf9bb7de8a0608736e0b279c58e,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,67,text,5122,5124,3,db3f01205eae464fea8846585671a3f43f7b28f029af0adcca5f5f3351eebcaa,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,68,text,5154,5156,3,1ee3f2f610525450eab2665216ced6d0939877bf6c2b0a1b8adf84f32034ddb7,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,69,text,5162,5164,3,2b4fa88d0d4343d1283b7f5f051a2895705b32619e24bc73c8e653f1b2558ff6,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,70,text,5203,5205,3,fcc753694372d3fb9d3a74e5ef4ef55e0c414af4b6a51d5a73ae433bb8e65740,False,False,1,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,71,text,5211,5213,3,c7f9695deb9602db613f1597fc3aed1592de575f14b7c16a0bddade731b50b39,False,False,1,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,72,text,5249,5251,3,e14e7b5cb59d0bd2bcc60a901dc3c392313aef6f860029bdff0a5b63f0970ef9,False,False,0,1,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,73,text,5257,5259,3,cb4dec9ef016e6b409bb1c160a21af1a401ee1ee29bd7192d6bac437db2a6e8b,False,False,0,1,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,74,text,5279,5281,3,f1f7462aae147220820dbf826e9070d73d39b8683064cf5d2f7cf99134d1ba54,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,75,text,5287,5289,3,e21d279e42a6adbe22721d5941795074564f3e4c69e6b121ea127791cd17add6,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,76,text,5309,5311,3,4826f47eb3276517a1d54416bfcd0c03eb46eabb4b85d10ef120979a7ec8d246,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,77,text,5317,5319,3,63ea8d36aee3770924be025f88d253711cf60d74fbdb868f0c4e627d8ea6fb71,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,78,text,5339,5341,3,2625b46a979fad52bf07a38b399bce28c85b8a899d6c8f89dc7cb039ba13c726,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,79,text,5347,5349,3,19b1f47f3842357338d5738db076517d2d84bd3a010fa5d1419cb22b332b17da,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,80,text,5369,5371,3,39b8f6cd390285aa796228140e2e9dfcc5be21ea463349863e8474de29b38dbd,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,81,text,5377,5379,3,b588f006bb521f488a4d96315680e1ba8c8fef91374a6aca42c0346818b9b3de,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,82,text,5399,5401,3,146e2619579594c8d44cd2901c4ec7d5eb09faf4214e5f0c1f5a4c86bc3ece35,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,83,text,5407,5409,3,4321a9eff6b5d1f4cd5ec3f68727bca38c23ae52e25eb437ccc7a9f43dea9617,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,84,text,5429,5431,3,54d113a3a902200b2851906c466c0011700bb6d8900dd83201f67671b7471740,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,85,text,5437,5439,3,487553a0e5317316d85a3950a8c9419c310b564c99a35f06dcc013bcccc77a5b,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,86,text,5459,5461,3,05dac1c90b03cadd900ea6f7f1dcf76d00ba13579d2266145b2d2214861d7d68,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,87,text,5467,5469,3,ceb736a1ec16e1e04c6acda2e229ef0d965c158a8176a6cdab1266ca64fdcda4,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,88,text,5489,5491,3,487c2e03e65a574a13245cbaebf5ac49f4b558f8b99fc7a9adb066c7def82c68,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,89,text,5497,5499,3,81b5fbb1648e2b8c2af629e651775f8ad4a1ee682da44644c272dd7fb3736873,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,90,text,5519,5521,3,af4368c48843642c6622fd81df80d7ec7bbcb6fece91c64939049216b5bb939f,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,91,text,5527,5529,3,d2bcfa4cc171398c631202682574359a044b027b4d6197dfbaf40c5a3b7c0b4d,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,92,text,5549,5551,3,97de5cb7ea3515eba9c68530379c1165a9851e8a3c30731f57f96b005268ef84,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,93,text,5557,5559,3,81ee6db9199af3c55ccd992b50ab82ac1ca3f2d13b77bc17ca55b4ecd1c0c712,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,94,text,5579,5581,3,76c1cb287a2bbbb7c3e92bda5f59edeb3ae02f9753c911bca9974cb8d7eca8cf,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,95,text,5587,5589,3,d4e401f18039fa6c92e4c1d08e5c26358c86503313e8d93cae2964951ee17312,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,96,text,5609,5611,3,d568c742d1e8047bd3f5fa4a1a62907496fbf332bbaff39a171241d10546e056,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,97,text,5617,5619,3,215ce89f082c9ddd0d779bf641c838b513f6e7c2033123c797be5360a5359b1f,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,98,text,5639,5641,3,3a1f9cb01dbd0999ef79a70d422b0035ac16658adb72667c1977a3eb4775e2f8,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,99,text,5647,5649,3,860cb502ce218b1e6ae1c7d0afbb302c8dda7bca6a3833d831de6b3964e01aa7,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,100,text,5669,5671,3,a0a4025cde7626cfdd0b29e678514d57d1daf2bc51a81681be7b1eb547ae4a91,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,101,text,5677,5679,3,bbeefd87ba34981977676b717d3b99a64c63db7d48103f6a8d6f4ba5fd453ac5,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,102,text,5699,5701,3,1db4688dfc71d50c0f7f73a4b9cc257f80c97367a9c22f6487143c6a8d3cf4e3,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,103,text,5707,5709,3,6cbe6c6c1283a1b4d91467bf63a9456c247e60ab40091e577b738072c5972d2c,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,104,text,5729,5731,3,49ca15f4fd4207314d7e33ce5bd1d5d2f7d27e47fad812e054678286e7a5be6f,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,105,text,5737,5739,3,371170f8036f4e13c20de461a60ff160136d121904f481f4e550b37a894a94e8,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,106,text,5759,5761,3,44e896f421aff5ccc28cf25b72a5d79b50848d47a550a40fa9422378e188f510,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,107,text,5767,5769,3,7a0490ef9de5cef4bdfb937db30d4a17b30da0cb0f9602567a39612f8676c1e7,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,108,text,5789,5791,3,a4ed949377b81862c15785105d686f51bcd9841d434875b89076e97f91f13e20,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,109,text,5797,5799,3,ba1d2d8e8829c2fc30e569a620e0acb0d01c968e354b5c7e851d5f0f10bdfdd1,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,110,text,5819,5821,3,ebb9557fe1f764a30556d310c559051b70e5470c1df27310ee099b9eb795ede0,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,111,text,5827,5829,3,30af0875eec1b1c86977a987b38e955ea8256356c3666442c59007d696bd5528,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,112,text,5849,5851,3,99edda5169430a1b789a670cd8f94e6a6873d0d669e04b8a3e828dad148ef898,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,113,text,5857,5859,3,26bd599d2d5278678914a035bf1808f7d75e7f4f213b379b5fd3e3d795d7874d,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,114,text,5879,5881,3,a360bd83ac55032192700e16f12f5348d9a8a35cb25c9abf3bd0c1879748d17f,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,115,text,5887,5889,3,4f3eb3831e50430096ce18dc45e0b29f9b8fc60086687bab13798e2b80839e60,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,116,text,5909,5911,3,23f8a91efca0aa844121658b2827d7f3bbd5e25b27f9798348e123c43ac377b5,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,117,text,5917,5919,3,843f69f54dfaf2a4268173b1cca745701fe8371150d6a3863dc69d6ad1d88f36,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,118,text,5939,5941,3,61d92d24e1e6632ef69bbd647974b9afee5968a5e18c6409188eab8bf5e2ca93,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,119,text,5947,5949,3,49fb6b5ddf610e5d67beb4bf400c0b8ad8e8d12b3d948ffe22bc0231fc27422c,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,120,text,5969,5971,3,7db60f2b6efa661725d2ac61214277a4d0ee9cb566402c38893efeb36dec8f6f,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,121,text,5977,5979,3,37fe7a49fa848cdf27863f94eec23b6b6026080818397442b48557718787594e,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,122,text,5999,6001,3,b296e1cd17798fb888fc8da9e1b619fb42994517779eb9c4a10f05c3594b583a,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,123,text,6007,6009,3,a9171f6e388d64280d5f21e7d497fab5b5ce8f19c12323ad8ddc0a9b919bc3aa,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,124,text,6029,6031,3,191d562675abd5c96f3a5510165ac32c1689c966100c962d26a79eaaae7b5aed,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,125,text,6037,6039,3,771820224419d84608c54ad185d44ad6b9ac7871bfef79e9f1bd0863f1e8b7c1,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,126,text,6059,6061,3,2ebb8247ecaed7c9a8636fe91215b571ed9b7f4f9da6837908fcaecb381dbd62,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,127,text,6067,6069,3,038d753193412c887a79732ee9dbfe42900d6653589ff6ab66d789ce2eb3bc62,False,False,0,0,False,False
LOCAL_FILE,BF01_SOURCE_SCHEMA_FOR_CHATGPT.md,,128,text,6089,6091,3,138c0a720dadc8c9a6135a2f4c580ca0cd578c6d39dd7da08c36674a30beff8f,False,False,0,0,False,False
