asset,canonical_symbol,day,source_timestamp,available_at,market_cap_usd,rebalance_time,market_cap_rank,top6_member,top10_member,fixed6_symbol,fixed10_symbol,pit_selected
btc,BTC,2021-03-14 00:00:00+00:00,2021-03-14 00:00:00+00:00,2021-03-15 00:00:00+00:00,1117480223465.9626,2021-03-15 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-03-14 00:00:00+00:00,2021-03-14 00:00:00+00:00,2021-03-15 00:00:00+00:00,215747658136.02332,2021-03-15 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-03-14 00:00:00+00:00,2021-03-14 00:00:00+00:00,2021-03-15 00:00:00+00:00,29127907043.9134,2021-03-15 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-03-21 00:00:00+00:00,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,1072009014284.5457,2021-03-22 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-03-21 00:00:00+00:00,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,205632497854.89957,2021-03-22 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-03-21 00:00:00+00:00,2021-03-21 00:00:00+00:00,2021-03-22 00:00:00+00:00,29274202020.5823,2021-03-22 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-03-28 00:00:00+00:00,2021-03-28 00:00:00+00:00,2021-03-29 00:00:00+00:00,1040008229552.0004,2021-03-29 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-03-28 00:00:00+00:00,2021-03-28 00:00:00+00:00,2021-03-29 00:00:00+00:00,194330488098.80048,2021-03-29 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-03-28 00:00:00+00:00,2021-03-28 00:00:00+00:00,2021-03-29 00:00:00+00:00,26646403477.3511,2021-03-29 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-04-04 00:00:00+00:00,2021-04-04 00:00:00+00:00,2021-04-05 00:00:00+00:00,1086843565004.3843,2021-04-05 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-04-04 00:00:00+00:00,2021-04-04 00:00:00+00:00,2021-04-05 00:00:00+00:00,239771287366.75482,2021-04-05 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-04-04 00:00:00+00:00,2021-04-04 00:00:00+00:00,2021-04-05 00:00:00+00:00,30745150003.8068,2021-04-05 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-04-11 00:00:00+00:00,2021-04-11 00:00:00+00:00,2021-04-12 00:00:00+00:00,1119553954624.0093,2021-04-12 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-04-11 00:00:00+00:00,2021-04-11 00:00:00+00:00,2021-04-12 00:00:00+00:00,247717304501.33264,2021-04-12 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-04-11 00:00:00+00:00,2021-04-11 00:00:00+00:00,2021-04-12 00:00:00+00:00,33779366594.7474,2021-04-12 00:00:00+00:00,7,False,True,True,True,False
btc,BTC,2021-04-18 00:00:00+00:00,2021-04-18 00:00:00+00:00,2021-04-19 00:00:00+00:00,1053684397565.0662,2021-04-19 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-04-18 00:00:00+00:00,2021-04-18 00:00:00+00:00,2021-04-19 00:00:00+00:00,259391685368.7708,2021-04-19 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-04-18 00:00:00+00:00,2021-04-18 00:00:00+00:00,2021-04-19 00:00:00+00:00,39291497607.5177,2021-04-19 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-04-25 00:00:00+00:00,2021-04-25 00:00:00+00:00,2021-04-26 00:00:00+00:00,914885342157.6127,2021-04-26 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-04-25 00:00:00+00:00,2021-04-25 00:00:00+00:00,2021-04-26 00:00:00+00:00,266223290830.88727,2021-04-26 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-04-25 00:00:00+00:00,2021-04-25 00:00:00+00:00,2021-04-26 00:00:00+00:00,31484344936.4044,2021-04-26 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-05-02 00:00:00+00:00,2021-05-02 00:00:00+00:00,2021-05-03 00:00:00+00:00,1057768979625.265,2021-05-03 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-05-02 00:00:00+00:00,2021-05-02 00:00:00+00:00,2021-05-03 00:00:00+00:00,341961340071.94617,2021-05-03 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-05-02 00:00:00+00:00,2021-05-02 00:00:00+00:00,2021-05-03 00:00:00+00:00,39463489295.1228,2021-05-03 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,1090293033441.2048,2021-05-10 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,453962679013.81714,2021-05-10 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-05-09 00:00:00+00:00,2021-05-09 00:00:00+00:00,2021-05-10 00:00:00+00:00,51746697770.1087,2021-05-10 00:00:00+00:00,7,False,True,True,True,False
btc,BTC,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,861166199739.0121,2021-05-17 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,413722726911.7529,2021-05-17 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-05-16 00:00:00+00:00,2021-05-16 00:00:00+00:00,2021-05-17 00:00:00+00:00,40527226539.9404,2021-05-17 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,650864282818.4021,2021-05-24 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,244512106465.54172,2021-05-24 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-05-23 00:00:00+00:00,2021-05-23 00:00:00+00:00,2021-05-24 00:00:00+00:00,20066366864.0031,2021-05-24 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,667490155247.0142,2021-05-31 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,277978165597.6894,2021-05-31 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-05-30 00:00:00+00:00,2021-05-30 00:00:00+00:00,2021-05-31 00:00:00+00:00,26905041812.9103,2021-05-31 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,668996465742.4117,2021-06-07 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,314791964111.4247,2021-06-07 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-06-06 00:00:00+00:00,2021-06-06 00:00:00+00:00,2021-06-07 00:00:00+00:00,27396819614.6008,2021-06-07 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,729235864486.0723,2021-06-14 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,291610564458.4109,2021-06-14 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-06-13 00:00:00+00:00,2021-06-13 00:00:00+00:00,2021-06-14 00:00:00+00:00,23308877490.0016,2021-06-14 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-06-20 00:00:00+00:00,2021-06-20 00:00:00+00:00,2021-06-21 00:00:00+00:00,667125112359.2637,2021-06-21 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-06-20 00:00:00+00:00,2021-06-20 00:00:00+00:00,2021-06-21 00:00:00+00:00,261335606239.54117,2021-06-21 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-06-20 00:00:00+00:00,2021-06-20 00:00:00+00:00,2021-06-21 00:00:00+00:00,21665271007.5575,2021-06-21 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-06-27 00:00:00+00:00,2021-06-27 00:00:00+00:00,2021-06-28 00:00:00+00:00,646776516888.432,2021-06-28 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-06-27 00:00:00+00:00,2021-06-27 00:00:00+00:00,2021-06-28 00:00:00+00:00,229122056912.11487,2021-06-28 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-06-27 00:00:00+00:00,2021-06-27 00:00:00+00:00,2021-06-28 00:00:00+00:00,18224392034.0659,2021-06-28 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-07-04 00:00:00+00:00,2021-07-04 00:00:00+00:00,2021-07-05 00:00:00+00:00,662845391401.1702,2021-07-05 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-07-04 00:00:00+00:00,2021-07-04 00:00:00+00:00,2021-07-05 00:00:00+00:00,271507121938.9128,2021-07-05 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-07-04 00:00:00+00:00,2021-07-04 00:00:00+00:00,2021-07-05 00:00:00+00:00,19313562553.4966,2021-07-05 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-07-11 00:00:00+00:00,2021-07-11 00:00:00+00:00,2021-07-12 00:00:00+00:00,642479813682.0225,2021-07-12 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-07-11 00:00:00+00:00,2021-07-11 00:00:00+00:00,2021-07-12 00:00:00+00:00,250044331347.50507,2021-07-12 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-07-11 00:00:00+00:00,2021-07-11 00:00:00+00:00,2021-07-12 00:00:00+00:00,18337689289.3181,2021-07-12 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-07-18 00:00:00+00:00,2021-07-18 00:00:00+00:00,2021-07-19 00:00:00+00:00,594841083620.5983,2021-07-19 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-07-18 00:00:00+00:00,2021-07-18 00:00:00+00:00,2021-07-19 00:00:00+00:00,221318343722.37848,2021-07-19 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-07-18 00:00:00+00:00,2021-07-18 00:00:00+00:00,2021-07-19 00:00:00+00:00,15503734415.3122,2021-07-19 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-07-25 00:00:00+00:00,2021-07-25 00:00:00+00:00,2021-07-26 00:00:00+00:00,659081599893.7745,2021-07-26 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-07-25 00:00:00+00:00,2021-07-25 00:00:00+00:00,2021-07-26 00:00:00+00:00,256006429055.66943,2021-07-26 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-07-25 00:00:00+00:00,2021-07-25 00:00:00+00:00,2021-07-26 00:00:00+00:00,16633933881.6765,2021-07-26 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-08-01 00:00:00+00:00,2021-08-01 00:00:00+00:00,2021-08-02 00:00:00+00:00,750359938437.9125,2021-08-02 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-08-01 00:00:00+00:00,2021-08-01 00:00:00+00:00,2021-08-02 00:00:00+00:00,300301563867.27374,2021-08-02 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-08-01 00:00:00+00:00,2021-08-01 00:00:00+00:00,2021-08-02 00:00:00+00:00,22203360576.2351,2021-08-02 00:00:00+00:00,7,False,True,True,True,False
btc,BTC,2021-08-08 00:00:00+00:00,2021-08-08 00:00:00+00:00,2021-08-09 00:00:00+00:00,825816854268.8342,2021-08-09 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-08-08 00:00:00+00:00,2021-08-08 00:00:00+00:00,2021-08-09 00:00:00+00:00,354865825056.6813,2021-08-09 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-08-08 00:00:00+00:00,2021-08-08 00:00:00+00:00,2021-08-09 00:00:00+00:00,23222513626.5083,2021-08-09 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-08-15 00:00:00+00:00,2021-08-15 00:00:00+00:00,2021-08-16 00:00:00+00:00,884399444211.284,2021-08-16 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-08-15 00:00:00+00:00,2021-08-15 00:00:00+00:00,2021-08-16 00:00:00+00:00,388309546924.6943,2021-08-16 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-08-15 00:00:00+00:00,2021-08-15 00:00:00+00:00,2021-08-16 00:00:00+00:00,27810323130.7962,2021-08-16 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-08-22 00:00:00+00:00,2021-08-22 00:00:00+00:00,2021-08-23 00:00:00+00:00,927746814154.6776,2021-08-23 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-08-22 00:00:00+00:00,2021-08-22 00:00:00+00:00,2021-08-23 00:00:00+00:00,380953369343.33887,2021-08-23 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-08-22 00:00:00+00:00,2021-08-22 00:00:00+00:00,2021-08-23 00:00:00+00:00,28025670797.3812,2021-08-23 00:00:00+00:00,10,False,True,True,True,False
btc,BTC,2021-08-29 00:00:00+00:00,2021-08-29 00:00:00+00:00,2021-08-30 00:00:00+00:00,920284316512.38,2021-08-30 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-08-29 00:00:00+00:00,2021-08-29 00:00:00+00:00,2021-08-30 00:00:00+00:00,379343810431.96533,2021-08-30 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-08-29 00:00:00+00:00,2021-08-29 00:00:00+00:00,2021-08-30 00:00:00+00:00,25793459194.6801,2021-08-30 00:00:00+00:00,10,False,True,True,True,False
btc,BTC,2021-09-05 00:00:00+00:00,2021-09-05 00:00:00+00:00,2021-09-06 00:00:00+00:00,973248018531.037,2021-09-06 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-09-05 00:00:00+00:00,2021-09-05 00:00:00+00:00,2021-09-06 00:00:00+00:00,464418124113.2662,2021-09-06 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-09-05 00:00:00+00:00,2021-09-05 00:00:00+00:00,2021-09-06 00:00:00+00:00,33310549870.8555,2021-09-06 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-09-12 00:00:00+00:00,2021-09-12 00:00:00+00:00,2021-09-13 00:00:00+00:00,868844353747.6371,2021-09-13 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-09-12 00:00:00+00:00,2021-09-12 00:00:00+00:00,2021-09-13 00:00:00+00:00,401470193959.9134,2021-09-13 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-09-12 00:00:00+00:00,2021-09-12 00:00:00+00:00,2021-09-13 00:00:00+00:00,29405818699.709,2021-09-13 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-09-19 00:00:00+00:00,2021-09-19 00:00:00+00:00,2021-09-20 00:00:00+00:00,888685620898.3403,2021-09-20 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-09-19 00:00:00+00:00,2021-09-19 00:00:00+00:00,2021-09-20 00:00:00+00:00,390184716258.94293,2021-09-20 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-09-19 00:00:00+00:00,2021-09-19 00:00:00+00:00,2021-09-20 00:00:00+00:00,27322792719.3675,2021-09-20 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-09-26 00:00:00+00:00,2021-09-26 00:00:00+00:00,2021-09-27 00:00:00+00:00,812036112156.6569,2021-09-27 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-09-26 00:00:00+00:00,2021-09-26 00:00:00+00:00,2021-09-27 00:00:00+00:00,358460273448.98596,2021-09-27 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-09-26 00:00:00+00:00,2021-09-26 00:00:00+00:00,2021-09-27 00:00:00+00:00,24436795360.8377,2021-09-27 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-10-03 00:00:00+00:00,2021-10-03 00:00:00+00:00,2021-10-04 00:00:00+00:00,907841574218.3805,2021-10-04 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-10-03 00:00:00+00:00,2021-10-03 00:00:00+00:00,2021-10-04 00:00:00+00:00,402353509667.626,2021-10-04 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-10-03 00:00:00+00:00,2021-10-03 00:00:00+00:00,2021-10-04 00:00:00+00:00,27570003285.1931,2021-10-04 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-10-10 00:00:00+00:00,2021-10-10 00:00:00+00:00,2021-10-11 00:00:00+00:00,1030585445349.3352,2021-10-11 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-10-10 00:00:00+00:00,2021-10-10 00:00:00+00:00,2021-10-11 00:00:00+00:00,403815267127.6764,2021-10-11 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-10-10 00:00:00+00:00,2021-10-10 00:00:00+00:00,2021-10-11 00:00:00+00:00,25644738350.7783,2021-10-11 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-10-17 00:00:00+00:00,2021-10-17 00:00:00+00:00,2021-10-18 00:00:00+00:00,1158355075187.0894,2021-10-18 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-10-17 00:00:00+00:00,2021-10-17 00:00:00+00:00,2021-10-18 00:00:00+00:00,451540875443.9622,2021-10-18 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-10-17 00:00:00+00:00,2021-10-17 00:00:00+00:00,2021-10-18 00:00:00+00:00,26461438460.876,2021-10-18 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-10-24 00:00:00+00:00,2021-10-24 00:00:00+00:00,2021-10-25 00:00:00+00:00,1147509590176.153,2021-10-25 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-10-24 00:00:00+00:00,2021-10-24 00:00:00+00:00,2021-10-25 00:00:00+00:00,480020502230.8012,2021-10-25 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-10-24 00:00:00+00:00,2021-10-24 00:00:00+00:00,2021-10-25 00:00:00+00:00,29680214899.1711,2021-10-25 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-10-31 00:00:00+00:00,2021-10-31 00:00:00+00:00,2021-11-01 00:00:00+00:00,1158634265024.8484,2021-11-01 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-10-31 00:00:00+00:00,2021-10-31 00:00:00+00:00,2021-11-01 00:00:00+00:00,505647872219.575,2021-11-01 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-10-31 00:00:00+00:00,2021-10-31 00:00:00+00:00,2021-11-01 00:00:00+00:00,30046809439.6488,2021-11-01 00:00:00+00:00,8,False,True,True,True,False
btc,BTC,2021-11-07 00:00:00+00:00,2021-11-07 00:00:00+00:00,2021-11-08 00:00:00+00:00,1189437680906.6013,2021-11-08 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-11-07 00:00:00+00:00,2021-11-07 00:00:00+00:00,2021-11-08 00:00:00+00:00,542845482844.76886,2021-11-08 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-11-07 00:00:00+00:00,2021-11-07 00:00:00+00:00,2021-11-08 00:00:00+00:00,32248815340.0782,2021-11-08 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-11-14 00:00:00+00:00,2021-11-14 00:00:00+00:00,2021-11-15 00:00:00+00:00,1227377584620.3755,2021-11-15 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-11-14 00:00:00+00:00,2021-11-14 00:00:00+00:00,2021-11-15 00:00:00+00:00,542921206398.5056,2021-11-15 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-11-14 00:00:00+00:00,2021-11-14 00:00:00+00:00,2021-11-15 00:00:00+00:00,33603930751.6655,2021-11-15 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-11-21 00:00:00+00:00,2021-11-21 00:00:00+00:00,2021-11-22 00:00:00+00:00,1114516759935.0483,2021-11-22 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-11-21 00:00:00+00:00,2021-11-21 00:00:00+00:00,2021-11-22 00:00:00+00:00,507741036264.7453,2021-11-22 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-11-21 00:00:00+00:00,2021-11-21 00:00:00+00:00,2021-11-22 00:00:00+00:00,29107673924.6472,2021-11-22 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-11-28 00:00:00+00:00,2021-11-28 00:00:00+00:00,2021-11-29 00:00:00+00:00,1081182893171.7826,2021-11-29 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-11-28 00:00:00+00:00,2021-11-28 00:00:00+00:00,2021-11-29 00:00:00+00:00,505605120970.0283,2021-11-29 00:00:00+00:00,2,True,True,True,True,True
link,LINK,2021-11-28 00:00:00+00:00,2021-11-28 00:00:00+00:00,2021-11-29 00:00:00+00:00,24748801191.6123,2021-11-29 00:00:00+00:00,9,False,True,True,True,False
btc,BTC,2021-12-05 00:00:00+00:00,2021-12-05 00:00:00+00:00,2021-12-06 00:00:00+00:00,931905952036.2103,2021-12-06 00:00:00+00:00,1,True,True,True,True,True
eth,ETH,2021-12-05 00:00:00+00:00,2021-12-05 00:00:00+00:00,2021-12-06 00:00:00+00:00,493863538704.081,2021-12-06 00:00:00+00:00,2,True,True,True,True,True
